Title,Location,Company,Posting,Salary
Teknisi - Bandung,Bandung,PT Pesonna Indonesia Jaya,30+ hari yang lalu,N/A
Staff Marketing,Cimahi,PT. Hegar Mulya,30+ hari yang lalu,N/A
Lowongan Kerja Host - D2C Live Commerce,Bandung,PT. SETIAP HARI DIPAKAI,27 hari yang lalu,N/A
Digital Marketing,Bandung,Passion Dental Care,29 hari yang lalu,N/A
Customer Success Manager,Jawa Barat,PT. Equinix Indonesia JKT,30+ hari yang lalu,N/A
Software Development Engineer,Bandung,TSP The Software Practice,30+ hari yang lalu,N/A
Education and Outreach Officer | SAKA Museum,Jawa Barat,Company Confidential,30+ hari yang lalu,N/A
"Sr. Account Executive 2, Mid-Market Sales",Jawa Barat,PT. Equinix Indonesia JKT,30+ hari yang lalu,N/A
Junior Sous Chef,Bandung,PT Accor Advantageplus,30+ hari yang lalu,N/A
Software Development Engineer (Intern),Bandung,TSP The Software Practice,30+ hari yang lalu,N/A
HR Generalist,Bandung,Pinhome,30+ hari yang lalu,N/A
Lowongan Kerja Teknik Sipil - Bandung,Bandung,PT Multi Star Rukun Abadi (Sharon Bakery),14 hari yang lalu,N/A
Lowongan Kerja Jr. PMO - D2C Live Commerce,Bandung,PT. SETIAP HARI DIPAKAI,27 hari yang lalu,N/A
Duty Manager,Jawa Barat,Hilton Bali Resort,30+ hari yang lalu,N/A
Branch Manager English Academy - Bandung [Kopo],Bandung,Ruangguru.com,30+ hari yang lalu,N/A
Graphic Designer,Bandung,CV Bandung Kemasan,12 hari yang lalu,N/A
Lowongan Kerja Content Creator - D2C Live Commerce,Bandung,PT. SETIAP HARI DIPAKAI,27 hari yang lalu,N/A
People & Culture Executive,Bandung,PT Xtremax Teknologi Indonesia,30+ hari yang lalu,N/A
Partner Sales Manager,Jawa Barat,PT. Equinix Indonesia JKT,30+ hari yang lalu,N/A
Trade Marketing Executive,Jawa Barat,Reckitt Benckiser Indonesia,30+ hari yang lalu,N/A
Laundry Supervisor,Jawa Barat,Hilton Bali Resort,30+ hari yang lalu,N/A
Cartography Specialist (GIS),Bandung,PT. Teknologi Perdana Indonesia,29 hari yang lalu,N/A
Lowongan Kerja Laboratory Technician,Bandung,PT Kerry Ingredients Indonesia,20 hari yang lalu,N/A
Graphic Design25113698,Bandung,Courtyard by Marriott,30+ hari yang lalu,N/A
Digital Manager,Jawa Barat,Reckitt Benckiser Indonesia,30+ hari yang lalu,N/A
Lowongan Kerja Teknik Lingkungan - Air Minum,Bandung,PT Bemaco Rekaprima,14 hari yang lalu,N/A
Social Media Specialist,Bandung,Passion Dental Care,29 hari yang lalu,N/A
"Lowongan Kerja Marketing Khusus Pembiayaan ASN Sipil, TNI & Polri - KC Subang",Bandung,BRI Mekarsari,14 hari yang lalu,N/A
Senior Brand Manager Dettol,Jawa Barat,Reckitt Benckiser Indonesia,30+ hari yang lalu,N/A
RedSeller RedDoorz Jawa Barat,Bandung,RedSeller RedDoorz Indonesia,30+ hari yang lalu,N/A
"Field Specialist II, Well Services",Jawa Barat,PT Wira Insani (Weatherford Indonesia),30+ hari yang lalu,N/A
Business Development (Mekari Talenta) - Bandung Placement,Bandung,PT Mid Solusi Nusantara (MEKARI),30+ hari yang lalu,N/A
Associate Medical Territory Manager Jakarta 7,Jawa Barat,Reckitt Benckiser Indonesia,30+ hari yang lalu,N/A
Assistant Chief Engineer,Jawa Barat,Hilton Bali Resort,30+ hari yang lalu,N/A
Application Engineer Electronics (Instrument Automation),Bekasi,N/A,7 hari yang lalu,N/A
CMC Regulatory Supervisor,Cikarang Selatan,Menarini Group,28 hari yang lalu,N/A
Finance & Accounting Manager,Bandung Barat,cheesecuit,19 hari yang lalu,N/A
DevOps Engineer,Bandung,PT Mitra Teleinformatika Perkasa,28 hari yang lalu,N/A
Accounting Tax Staff - Manufacture - Cikarang (C-122576),Cikarang Pusat,RGF HR Agent Indonesia,21 hari yang lalu,Rp 6.000.000 – Rp 7.000.000 per month
Payroll Officer,Karawang,PT Berkah Bekasi Ops,7 hari yang lalu,N/A
Packaging Development Senior Technologist,Bogor,"PT SMART,Tbk",12 hari yang lalu,N/A
Customer Relation (Estate),Karawang,PT CFLD Tangerang New Industry City Development,16 hari yang lalu,N/A
Operation Supervisor Patimban(Car Carrier and Stevedoring),Subang,Agung Logistics,21 hari yang lalu,N/A
Supervisor Operations Mall,Bekasi,PT MBH Management,18 hari yang lalu,N/A
"Area Sales Engineer, Machinery Manufacturing",Cikarang,PT Potentia HR Consulting,21 hari yang lalu,Rp 20.000.000 – Rp 30.000.000 per month
HRGA Supervisor Manufacture - Cikarang - WFO (ID: 683138),Cikarang Pusat,PT. PERSOLKELLY Recruitment Indonesia,12 hari yang lalu,Rp 8.000.000 – Rp 9.000.000 per month
EXIM Supervisor Steel Manufacture - Cikarang - WFO (ID: 682995),Cikarang,PT. PERSOLKELLY Recruitment Indonesia,18 hari yang lalu,Rp 10.000.000 – Rp 13.000.000 per month
Product Information,Cibitung,PT Serveone MRO Indonesia,12 hari yang lalu,N/A
HR Executive,Karawang,N/A,13 hari yang lalu,N/A
SMV-Layout (Engineering),Cicurug,PT Yongjin Javasuka Garment,21 hari yang lalu,N/A
Lowongan Kerja Administration Assistant,Cinere,"PT SMART,Tbk",30+ hari yang lalu,N/A
Product Manager,Bekasi,PT Nirwana Lestari.,29 hari yang lalu,Rp 15.000.000 – Rp 21.000.000 per month
Business Development Executive,Bandung,PT. Luminous Cahaya Nusantara,29 hari yang lalu,Rp 5.600.000 – Rp 8.400.000 per month
HRD&GA Manager,Bekasi,PT Zensho Indonesia,29 hari yang lalu,N/A
Manager Safety Health & Environment,Cibitung,N/A,13 hari yang lalu,N/A
Sales Associates,Bandung,CV Adiguna Karya Mandiri (LUMIERE),27 hari yang lalu,Rp 4.000.000 – Rp 4.500.000 per month
Teknisi Bioinformatika,Bogor,"PT SMART,Tbk",26 hari yang lalu,N/A
Facility Management,Kabupaten Bekasi,Altius Hospital,30+ hari yang lalu,N/A
"Associate Manager, QA, PE Perfumery",Cileungsi,DSM-Firmenich,26 hari yang lalu,N/A
Senior Architect Residential,Bekasi,PT Metropolitan Land Tbk,19 hari yang lalu,N/A
Store Expansion Staff,Bogor,PT Asthanesia Global Investama,22 hari yang lalu,N/A
Quality System Engineer,Purwakarta,PT Sulzer Indonesia,15 hari yang lalu,N/A
Store Supervisor (Karawang),Karawang,PT Navya Retail Indonesia,29 hari yang lalu,N/A
Mechanical Technician,Bekasi,PT Delta Djakarta Tbk,19 hari yang lalu,N/A
Manager Operational,Karawang,PT Global Yimi Cargo (J&T Cargo),14 hari yang lalu,N/A
Comprehensive Asisstant,Subang,PT BYD AUTO INDONESIA,28 hari yang lalu,N/A
Travel Consultant Banjarmasin,Banjarmasin,PT. Dwidaya World Wide,5 hari yang lalu,N/A
QHSE Officer,Banjarmasin,PT Sinarmas LDA Maritime,28 hari yang lalu,N/A
Cluster Sales Executive IM3 (Banjarmasin),Banjarmasin,Indosat Ooredoo,9 hari yang lalu,N/A
STORE MANAGER,Banjarmasin,CV Nio Utaman,27 hari yang lalu,Rp 5.000.000 – Rp 7.000.000 per month
Brach Manager,Banjarmasin Selatan,PT Mitra Megah Profitamas,21 hari yang lalu,N/A
"Sales Consultant (Mondial, Frank & Co., The Palace) - Banjarmasin",Banjarmasin,PT Central Mega Kencana,13 hari yang lalu,N/A
Area Sales Manager All Kalimantan (Based : Banjarmasin),Banjarmasin,N/A,8 hari yang lalu,N/A
Lowongan Kerja Area Sales Supervisor Beverage - West,Banjarmasin,"PT SMART,Tbk",14 hari yang lalu,N/A
Taskforce - Kalimantan,Banjarmasin,PT Amartha Mikro Fintek (Jakarta),30+ hari yang lalu,N/A
Business Development - Banjarmasin,Banjarmasin,PT Commeasure Solutions Indonesia,1 hari yang lalu,N/A
Branch Manager,Banjarmasin,PT Jumbo Power International,20 hari yang lalu,N/A
Sales LCL Logistics Banjarmasin,Banjarmasin,PT. Meratus Line & Group,22 hari yang lalu,N/A
Operation Support Staff,Banjarmasin,PT Multi Guna Maritim,12 hari yang lalu,N/A
Field Collection (Banjarmasin),Banjarmasin,PT Dipo Star Finance,7 hari yang lalu,Rp 3.700.000 – Rp 4.000.000 per month
Area Sales Manager (Multiple Locations : KALSELTENG or EAST JAVA),Banjarmasin,PT Penguin Indonesia,5 hari yang lalu,N/A
Admin Service and Spare Parts,Banjarmasin,PT Cahaya Research Indonesia,7 hari yang lalu,Rp 3.000.000 – Rp 3.599.182 per month
Area Sales Supervisor - South Kalimantan (Banjarmasin),Banjarmasin,SKINTIFIC,11 hari yang lalu,N/A
Progress Advisor - English 1 Banjarmasin,Banjarmasin,English First (for Kids & Teens),29 hari yang lalu,N/A
Mechanical Section Head (Tarjun),Kalimantan Selatan,"PT SMART,Tbk",22 hari yang lalu,N/A
Branch Manager Electronics,Banjarmasin Selatan,Midea Electronics Indonesia,15 hari yang lalu,Rp 13.000.000 – Rp 18.000.000 per month
SALES SPECIALIST MACHINERY (BANJARMASIN),Banjarmasin,PT. Krisbow Indonesia,21 hari yang lalu,N/A
Teacher/Trainer,Kalimantan Selatan,BRITON English Education (Jakarta),6 hari yang lalu,Rp 7.000.000 – Rp 9.000.000 per month
"Merchant Sales Executive (Area Kalimantan Barat, Selatan, Tengah, Utara)",Kalimantan Selatan,PT. KOBUS SMART SERVICE,5 hari yang lalu,Rp 4.400.000 – Rp 4.600.000 per month
Business Development (Banjarmasin),Banjarmasin,PT Haier Sales Indonesia,21 hari yang lalu,N/A
B2b Sales,Banjarbaru,PT Cipta Aneka Selera,9 hari yang lalu,N/A
BIOMASS PROCESS SUPERVISOR,Kalimantan Selatan,PT AGRI MULTI LESTARI,16 jam yang lalu,N/A
sales marketing,Banjarmasin,PT NSC Finance (Semarang),18 jam yang lalu,N/A
Branch Manager English Academy [Banjarmasin - Hasan Bashri],Banjarmasin,Ruangguru.com,30+ hari yang lalu,N/A
Branch Manager English Academy - Banjarmasin - Gatot Subroto,Banjarmasin,Ruangguru.com,30+ hari yang lalu,N/A
SALES PRODUK WIFI MYREPUBLIC SINARMAS,Banjarmasin,PT Pilar Surya Cemerlang,8 hari yang lalu,N/A
Lowongan Kerja Dokter - dr. Sp. Saraf,Banjarbaru,Cordelia Medical Center,14 hari yang lalu,N/A
Lowongan Kerja Dokter - dr. Sp. Anak,Banjarbaru,Cordelia Medical Center,14 hari yang lalu,N/A
Branch Manager English Academy - Banjarbaru - Ahmad Yani,Banjarbaru,Ruangguru.com,30+ hari yang lalu,N/A
SALES PRODUK WIFI MYREPUBLIC SINARMAS,Banjarbaru,PT Pilar Surya Cemerlang,8 hari yang lalu,N/A
SALES WIFI,Banjarbaru,PT Pilar Surya Cemerlang,6 hari yang lalu,N/A
Master Teacher English Academy - Banjarbaru (Ahmad Yani),Banjarbaru,Ruangguru.com,30+ hari yang lalu,N/A
sales marketing,Banjarmasin,PT NSC Finance (Semarang),18 jam yang lalu,N/A
Master Teacher Coach English Academy - Banjarbaru,Banjarbaru,Ruangguru.com,30+ hari yang lalu,N/A
Branch Manager English Academy - Banjarmasin - Gatot Subroto,Banjarmasin,Ruangguru.com,30+ hari yang lalu,N/A
Branch Manager English Academy [Banjarmasin - Hasan Bashri],Banjarmasin,Ruangguru.com,30+ hari yang lalu,N/A
SALES PRODUK WIFI MYREPUBLIC SINARMAS,Banjarmasin,PT Pilar Surya Cemerlang,8 hari yang lalu,N/A
Account Executive Provider Wifi,Banjarmasin,Prima Fajar Cahaya Surya,29 hari yang lalu,N/A
Master Teacher Coach English Academy Banjarmasin,Banjarmasin,Ruangguru.com,9 hari yang lalu,N/A
Account Executive (MyRepublic),Banjarmasin,PT Pilar Surya Cemerlang,12 hari yang lalu,N/A
SALES/ACCOUNT EXECUTIVE MYREPUBLIC BANJARMASIN,Banjarmasin,MYREPUBLIC BATAM,21 hari yang lalu,N/A
Medical Representative Mix S&C Kalimantan,Banjarbaru,PT Bayer Indonesia,20 hari yang lalu,N/A
Lowongan Kerja Dokter - dr. Umum,Banjarbaru,Cordelia Medical Center,14 hari yang lalu,N/A
SALES SUPERVISOR (B2B),Banjarmasin,PT Jumbo Power International,9 hari yang lalu,N/A
Direct Sales,Banjarbaru,PT Varia Inti Tirta,15 hari yang lalu,N/A
Area Sales Coordinator,Banjarmasin,PT Float Oat Indonesia,22 jam yang lalu,Rp 3.000.000 – Rp 4.500.000 per month
Community Officer Banjarbaru - One Day Selection,Banjarbaru,PT Bank Tabungan Pensiunan Nasional Syariah Tbk,28 hari yang lalu,N/A
Technical Sales Engineer – (Kalimantan),Banjarmasin,PT Sika Indonesia,18 hari yang lalu,N/A
Sales Administration (Banjarmasin),Banjarmasin,N/A,29 hari yang lalu,Rp 3.600.000 – Rp 3.700.000 per month
Business Representative - Banjarmasin,Banjarmasin,"PT Adi Sarana Armada, Tbk",28 hari yang lalu,N/A
seles,Banjarmasin Selatan,cv aran indo jaya,30+ hari yang lalu,Rp 1.000.000 – Rp 1.500.000 per month
Sales Area Banjarmasin,Banjarmasin,PT. JAYA BERSAMA SAPUTRA PERKASA,2 hari yang lalu,Rp 3.000.000 – Rp 4.000.000 per month
Project Control Lead,Kalimantan Selatan,Resindo Group,20 jam yang lalu,N/A
Admin Staff,Banjarmasin,PT Mutualplus Global Resources,13 hari yang lalu,N/A
Branch Manager - Kota Baru (Kalimantan Selatan),Banjarbaru,Ruangguru.com,30+ hari yang lalu,N/A
District Sales Manager - Paylater (Banjarmasin),Banjarmasin,Cermati Fintech Group,14 hari yang lalu,N/A
Medical Representative (Banjarmasin),Banjarmasin,Kalbe,13 hari yang lalu,N/A
Staff Recruitment,Gambut,CV Nio Utaman,19 hari yang lalu,Rp 3.600.000 – Rp 4.000.000 per month
Lowongan Kerja DT Isuzu Giga DTGG,Banjarmasin,PT SAM,14 hari yang lalu,N/A
Branch Manager - Tanah Bumbu (Kalimantan Selatan),Banjarbaru,Ruangguru.com,30+ hari yang lalu,N/A
Lowongan Kerja Account Management - Banjarmasin,Banjarmasin,PT.Sinergi Performa Energi Cipta,14 hari yang lalu,N/A
Sales Specialist (Kalimantan),Kalimantan Selatan,PT Zoomlion Indonesia Heavy Industry,29 hari yang lalu,N/A
Lowongan Kerja Merchant Relation Officer Banjarmasin,Banjarmasin,Indodana,14 hari yang lalu,N/A
Sales Promotion Girl (SPG),Banjarmasin,PT Binajasa Sumber Sarana (BSS Recruitment),7 hari yang lalu,N/A
Safety Officer (penempatan di kalimantan selatan),Kalimantan Selatan,PT Mastratech Indonesia,1 hari yang lalu,N/A
Relationship Officer,Banjarmasin,PT. Fidac Inovasi Technology,23 hari yang lalu,N/A
Port Engineer,Banjarmasin,Adaro Energy - Logistics,22 hari yang lalu,N/A
Beauty Advisor (Banjarmasin),Banjarmasin,PT Beaute Haul Indonesia (Beautyhaul - Somethinc),30+ hari yang lalu,N/A
Lowongan Kerja DT Hino 700 DTH,Banjarmasin,PT SAM,14 hari yang lalu,N/A
Logistic Administration,Banjarmasin,PT Endo Indonesia,25 hari yang lalu,N/A
Regional Consumer Support Specialist,Banjarmasin,"PT. Bank Mega, Tbk",30+ hari yang lalu,N/A
IT Helpdesk & Inventory Staff,Banjarmasin,Adaro Energy - Logistics,23 hari yang lalu,N/A
Lowongan Kerja DT CWB DTCWB,Banjarmasin,PT SAM,14 hari yang lalu,N/A
Human Capital Staff - Banjarmasin,Banjarmasin,Yay Sekolah Kristen Kanaan,21 hari yang lalu,N/A
SALES OFFICER (SO),Banjarmasin,PT GOS Indoraya,25 hari yang lalu,N/A
Admin Sales Banjarmasin & Balikpapan (Maternity Leave),Banjarmasin,PT Dua Kelinci,19 hari yang lalu,N/A
Lowongan Kerja DT Scania DTS diutamakan,Banjarmasin,PT SAM,14 hari yang lalu,N/A
Frontliner Internship,Kalimantan Selatan,PT Mutualplus Global Resources,13 hari yang lalu,N/A
Magang Sales,Kalimantan Selatan,PT Panen EMbun Kemakmuran,20 hari yang lalu,N/A
Sales Executive,Banjarmasin,Asaba Group,30+ hari yang lalu,N/A
Lowongan Kerja District Sales Manager - Insurance Banjarmasin,Banjarmasin,Cermati Fintech Group,14 hari yang lalu,N/A
Lowongan Kerja District Sales Manager - Paylater Banjarmasin,Banjarmasin,Indodana,14 hari yang lalu,N/A
Lowongan Kerja Geologist - Office Banjarbaru,Banjarbaru,PT. Zaydan Global Solusi,30+ hari yang lalu,N/A
"Lowongan Kerja Tutor English, Math, Science Part Time",Banjarmasin,Hexxa Academy,30+ hari yang lalu,N/A
Lowongan Kerja Admin Service - Banjarmain,Banjarmasin,PT. Imecon Teknindo Yogyakarta,30+ hari yang lalu,N/A
Lowongan Kerja Regional Promotion,Banjarmasin,PT Mitra Karsa Utama,30+ hari yang lalu,N/A
Lowongan Kerja Regional Sales Manager,Banjarmasin,PT Bangga Teknologi Indonesia (Advan Digital),30+ hari yang lalu,N/A
Lowongan Kerja Sales - Banjarmasin,Banjarmasin,Inaura Professional,30+ hari yang lalu,N/A
Lowongan Kerja Owner Surveyor Banjarmasin,Banjarmasin,Baramulti Marine Group,30+ hari yang lalu,N/A
Lowongan Kerja Area Sales Manager Banjarmasin,Banjarmasin,PT Bangga Teknologi Indonesia (Advan Digital),30+ hari yang lalu,N/A
Lowongan Kerja Foreman Transhipment Banjarmasin,Banjarmasin,Baramulti Marine Group,30+ hari yang lalu,N/A
Lowongan Kerja Crewing Supervisor Banjarmasin,Banjarmasin,Baramulti Marine Group,30+ hari yang lalu,N/A
Branch Manager - Kota Baru (Kalimantan Selatan),Banjarbaru,Ruangguru.com,30+ hari yang lalu,N/A
Branch Manager - Tanah Bumbu (Kalimantan Selatan),Banjarbaru,Ruangguru.com,30+ hari yang lalu,N/A
Lowongan Kerja Geologist - Office Banjarbaru,Banjarbaru,PT. Zaydan Global Solusi,30+ hari yang lalu,N/A
Agency Business Development Executive (Pontianak),Pontianak,PT Prudential Life Assurance,8 hari yang lalu,N/A
Area Sales Supervisor (Pontianak),Pontianak Barat,SKINTIFIC,8 hari yang lalu,N/A
Forestry Plantation Head (Kalimantan & Sumatera),Kalimantan Barat,N/A,1 jam yang lalu,N/A
First / Second Level Maintenance ATM CDM Support,Kalimantan Barat,PT Brinks Solutions Indonesia,2 jam yang lalu,Rp 2.900.000 – Rp 3.400.000 per month
Field Collection (Pontianak),Pontianak,PT Dipo Star Finance,1 hari yang lalu,Rp 3.000.000 – Rp 4.000.000 per month
Social Conflict Resolution,Kalimantan Barat,N/A,2 jam yang lalu,N/A
Relationship Manager Business,Pontianak,"PT Bank Permata, Tbk",6 hari yang lalu,N/A
English Teacher ( Pontianak ),Pontianak,SUN Education Group,14 hari yang lalu,N/A
Marketing Staff,Pontianak,PT Asuransi Maximus Graha Persada Tbk,16 hari yang lalu,N/A
Nursery Regional Head - Kalimantan Area,Kalimantan Barat,N/A,2 jam yang lalu,N/A
Credit Marketing Officer (Pontianak),Pontianak,PT Dipo Star Finance,7 hari yang lalu,Rp 3.500.000 – Rp 3.700.000 per month
Lowongan Kerja Area Sales Supervisor Kalimantan Barat,Pontianak,"PT SMART,Tbk",30+ hari yang lalu,N/A
Account Executive (Pontianak),Pontianak,PT GOTO GOJEK TOKOPEDIA TBK,18 hari yang lalu,N/A
Account Management Lead - Kalimantan (Contract Based),Pontianak,PT Solusi Transportasi Indonesia,30+ hari yang lalu,N/A
BAP (Banking Associate Program) Sales,Pontianak,"PT Bank Permata, Tbk",7 hari yang lalu,N/A
Field Asset Management Motorcycle - Branch Pontianak,Pontianak,"PT. BFI FINANCE INDONESIA, Tbk",30+ hari yang lalu,N/A
Lowongan Kerja Driver,Pontianak,"PT SMART,Tbk",30+ hari yang lalu,N/A
Service Engineer Officer (Hemodialysis),Pontianak,PT Itama Ranoraya Tbk( Jakarta ),6 hari yang lalu,N/A
BANCASSURANCE SPECIALIST PONTIANAK,Pontianak,PT Asuransi Jiwa IFG,15 hari yang lalu,Rp 3.500.000 – Rp 5.250.000 per month
Branch Manager - HDN Pontianak,Pontianak,PT HYPEFAST KARYA NUSANTARA,7 hari yang lalu,N/A
Jr. Learning and Development (All Indonesia Area),Kalimantan Barat,PT. Modular Kuliner Indonesia,2 hari yang lalu,N/A
Customer Services CIMB Niaga - Pontianak,Pontianak,PT CIMB Niaga Tbk,8 hari yang lalu,N/A
Relationship Manager (Pontianak),Pontianak Kota,PT Bank Nationalnobu Tbk,8 hari yang lalu,Rp 7.500.000 – Rp 11.000.000 per month
Business Development Assistant (SANGGAU/SINTANG),Kalimantan Barat,PT Yili Indonesia Dairy (Sales Office),19 hari yang lalu,N/A
Supervisor Service Pontianak,Pontianak,N/A,25 hari yang lalu,N/A
Sales Retail,Pontianak,PT. Prima Terang Kencana,29 hari yang lalu,Rp3.000.000 – Rp4.000.000 per month
"Province Operation Lead - SPX Express (Kab. Kubu Raya, Kalimantan Barat)",Kalimantan Barat,Shopee Internasional Indonesia,11 hari yang lalu,N/A
Assistant Electrical,Kalimantan Barat,"PT SMART,Tbk",16 hari yang lalu,N/A
Lowongan Kerja Logistic Staff - Pontianak,Pontianak,Kawan Lama Group,30+ hari yang lalu,N/A
Sales & Service Officer (Melawi-Sanggau-Sungai Pinyuh),Kalimantan Barat,"PT Bank Danamon Indonesia, Tbk",15 hari yang lalu,N/A
Regional General Manager - INFINIX Indonesia,Kalimantan Barat,PT Transisi Mobile Indonesia,16 hari yang lalu,N/A
Mill Assistant (Kalimantan Barat),Kalimantan Barat,"PT SMART,Tbk",30+ hari yang lalu,N/A
Marketing Deputy Manager,Kalimantan Barat,PT OS Selnajaya Indonesia,16 hari yang lalu,Rp 15.000.000 – Rp 20.000.000 per month
Mill Assistant (Kalimantan Barat),Kalimantan Barat,"PT SMART,Tbk",30+ hari yang lalu,N/A
Lowongan Kerja Logistic Staff - Pontianak,Pontianak,Kawan Lama Group,30+ hari yang lalu,N/A
MOTORIS,Sintang,PT Global Sarana Sukses,1 hari yang lalu,N/A
SALES PRODUK WIFI MYREPUBLIC SINARMAS,Singkawang,PT Pilar Surya Cemerlang,8 hari yang lalu,N/A
SALES WIFI,Singkawang,PT Pilar Surya Cemerlang,6 hari yang lalu,N/A
Relationship Officer,Landak,PT. Fidac Inovasi Technology,7 hari yang lalu,Rp 3.054.000 – Rp 3.055.000 per month
Sales Area Landak,Landak,PT. JAYA BERSAMA SAPUTRA PERKASA,11 hari yang lalu,Rp 3.000.000 – Rp 3.500.000 per month
Member Relation (Sales) - Mempawah,Mempawah,Aksesmu,20 hari yang lalu,N/A
General Admin & Warehouse,Pontianak,PT WAHANA INTI SELARAS,1 hari yang lalu,N/A
Study on Palm Oil Supply Chain to Develop a Shared-Vision for Palm Oil...,Ketapang,Rainforest Alliance Consultants & Internships,1 hari yang lalu,N/A
Store Manager/Store Head/Store Leader/Store Consultant,Singkawang,Xiaomi Technology,22 jam yang lalu,N/A
Account Executive (Pontianak),Pontianak,GoTo Group,4 hari yang lalu,N/A
Lowongan Kerja Staff Operasional,Pontianak,PT Yobelindo Graha Mandiri (Brighton Real Estate),2 hari yang lalu,N/A
Staf HSE Stasiun Pengaduk Beton,Toba,PT WESTERFIELD ALUMINA INDONESIA,1 hari yang lalu,Rp 10.000.000 – Rp 12.000.000 per month
Sales Representative - Kalimantan (Mandarin Speaker),Kalimantan Barat,PT. ALPEN FOOD INDUSTRY,9 hari yang lalu,N/A
Relationship Officer,Kabupaten Sintang,PT. Fidac Inovasi Technology,1 hari yang lalu,N/A
Admin Warehouse,Kalimantan Barat,PT. Imecon Teknindo Yogyakarta,2 hari yang lalu,N/A
Sales and Marketing Supervisor Pontianak,Pontianak Kota,PT Fohoway International Indonesia,18 hari yang lalu,Rp 8.000.000 – Rp 9.000.000 per month
Business Partnership (Sales),Pontianak,PT WAHANA INTI SELARAS,13 hari yang lalu,N/A
SALES PRODUK WIFI MYREPUBLIC SINARMAS,Pontianak,PT Pilar Surya Cemerlang,8 hari yang lalu,N/A
SALES EXECUTIVE AREA PONTIANAK,Pontianak,PT Cipta Piranti Sejahtera,14 hari yang lalu,Rp 4.500.000 – Rp 5.000.000 per month
